x,y,z
-0.07497306792560406,-0.12079960005829223,0.01291423225550863
0.4127239266612837,0.16393943753916748,-0.01773286809267738
0.11716120975194999,0.08305409045977542,-0.14672758540609393
0.42012042846318,-0.03416470101424418,-0.15019784541426692
-0.07968361820907462,0.18829074572073706,-0.06426030691769795
0.41935898331635446,0.12474648522653402,0.2539073089861726
0.21306254943142072,0.035034464695499506,0.3267740392319714
0.024051778505304378,-0.1496325198939873,-0.34676459088647565
-0.028531038685200016,-0.339485523608399,-0.1357670079818343
-0.26742230025129493,0.25271064320097314,-0.16142069020905328
0.015576982928251956,-0.08686297517116029,-0.004447255007323825
0.07478783132775714,-0.3008835359184958,-0.09437719768359652
0.2317923955688573,0.11503462997441402,-0.1034785553614943
0.12645952695440535,0.027749674777752455,-0.03609013269540234
0.2678869222453288,0.11046016466661956,0.14840570612630993
0.011427064308466045,0.009520055047268825,0.2067018031214525
0.07285613384949784,0.14010237407752385,0.011017295680549344
-0.19653838104057952,0.17502847656370316,-0.16609047034524996
0.030357208065429905,-0.2412692150974796,-0.19651472184727073
-0.08050727567523278,-0.1437809928920766,0.07156050007801296
-0.18978714210954226,-0.2861607866825476,0.059290917935270075
-0.27231976533487445,-0.01980369193493198,-0.15817646939321545
-0.014221175141897361,-0.1952652224183355,-0.2838541970928032
0.07240022318641699,0.14106181798977172,-0.08118967246832363
0.12102194305069536,0.07075922335148413,-0.02181885659005256
0.2101838361504926,0.08312151184892495,-0.23199218558925652
-0.06274439449716317,0.011218213889676311,-0.16013009603394449
0.27063916924101894,-0.2500232317216148,-0.12846759222348506
-0.22783549751603635,-0.13421557926619337,-0.2659931735195109
0.44325326586198743,-0.09595101469425615,-0.09334200509122574
-0.06820733009431235,-0.1329753294076953,0.10352385423915986
-0.17703221328599256,0.4219519760699058,0.09753303847296407
-0.1256338314120523,0.19589394860359216,0.14359234852944575
0.18678402400021576,-0.056521032769721986,-0.16749062940090106
0.08392947752328223,-0.21745340709988964,-0.09069995574169955
0.021943119153120336,-0.10685128011659839,0.12143561888048793
0.065281575919146,0.47608188205784724,-0.02845873096039851
-0.04972979938993807,0.007146776508656624,0.30597182472601203
-0.11904107034289839,-0.22452254833610577,-0.41206633189386577
-0.1442816878813282,-0.16633883082865944,-0.36757808931903063
0.16514703523708793,0.006975434679198505,0.08157206161279305
-0.09930789958525695,0.38549610566423453,-0.16007027326083795
-0.11378996346467948,0.08089408721028807,-0.004455269497209747
-0.00781262461888771,-0.05778710728404374,-0.42304376842467883
0.0711048617082146,0.2555467195720463,-0.0025910886863526657
-0.08221642457879041,-0.23348587649029431,0.17173023238404486
0.038529904623494204,-0.1979267746037524,-0.10886719570943387
0.436551415404469,0.09684411269760346,0.035711039067112045
-0.3184867601430839,-0.0579122677117925,-0.042879248954345986
-0.1064924055231019,0.001308050805282938,0.1566417542000008
-0.09588759941075128,0.10123989322318837,0.28691762877220633
0.30635598583388424,0.10037084412738419,0.2552366538181519
-0.16065943374642772,-0.033011330181264384,0.06371485060998965
-0.0735591289096824,0.2603906560144416,0.042073281585727394
0.31137843725156,-0.15016358954766593,-0.09284103891716967
-0.13754112799793405,0.00804092857347025,-0.21499291280565502
0.23819564434369847,0.010614678090914138,-0.3176923153036894
-0.12268361999857286,0.14693500977688354,-0.12797897328756605
-0.09812180028946071,-0.057824429215626263,-0.48294569942857074
0.10913008149790315,-0.2243017402064053,0.21508968381638163
0.20626792162036428,-0.18203462549594593,0.21697417357808577
0.14913562282788606,0.0062132196426185555,0.2489215166351792
0.16920025099365307,0.05532241431191388,0.12280545134970167
-0.09256923231215307,0.31352778951274274,-0.11740460788479672
0.03556282682455571,-0.040826849349092455,0.26876400080391244
0.14047990079443615,0.0994363576843469,0.06762516688095864
-0.2877522303596053,0.1465405837483089,-0.12407094525194264
0.033535181487347174,-0.05206610530602051,-0.21934938202587348
0.0932907909460668,0.026302449899308192,0.3462158195654517
0.10639879252926032,0.1088125183721964,-0.036459067696323566
-0.19699352488508673,-0.097419237535772,-0.0360485937336331
0.2383301510245775,0.24453930425879253,0.22495085301087578
-0.011886798004977958,-0.08287788595138695,0.12089325576804551
0.2349957886243353,0.004210854665427393,-0.05415258337106633
-0.4227164858709905,0.03783473711237854,0.0008603405089896445
0.12157788353146814,0.0856440462600971,0.0004147606362519072
-0.10680474368769526,-0.06864801699351442,-0.0882979362671286
0.03561699411276894,0.1385020211951273,-0.14571241238183316
0.21706835787927858,-0.09301575661762886,-0.17975926002835144
0.03305526980318321,-0.1923695234498184,-0.10411373817826788
-0.29207618458779,-0.06682790391345335,0.028798421088890535
0.06488177170355752,-0.08059341800608616,0.10770417200375029
0.1604138815752453,-0.14501492349927245,0.35790491238628913
-0.14975270470701116,0.13365417775046304,0.1382740262275082
0.008992134312770734,-0.21894733169623082,0.2741520986493892
-0.14864914582038388,0.15431179330490935,-0.436935705410957
0.1376028788673595,0.28919784058871295,-0.07186138614197725
0.050924911222086686,0.20719523321152714,-0.08075426133484173
0.23477048365204703,0.08856992244567005,0.1263181340362173
-0.1648637897642593,0.08446160872218537,-0.021103623707611055
0.12768861356154756,-0.13046433366245008,-0.02100169187154536
-0.5148923766605081,0.22023047061893639,-0.024340800083007826
0.2279441781441827,0.026004250094826896,0.09019462394640548
0.24068435998227405,-0.2817483791283433,0.2568358639270362
-0.009518071190574894,0.1371130144444414,0.03931383619991077
-0.09667944296489578,-0.12608353859217217,0.12926689109149758
0.22524328546895261,0.16458947376684088,0.3284991102779472
-0.018409891540922527,0.2846565146575091,0.1316934661863842
-0.12825016581705323,-0.003137107055833826,-0.09403393676156584
-0.12279027207622879,0.18770292320651363,-0.01991298233974773
-0.2740575280443311,0.11244165531796917,-0.22086393502405843
0.13466314163473178,0.04903599851505255,0.1856825293632336
-0.5567467323185408,0.0037185030097443205,-0.05956336605182817
-0.1421998911460772,0.04436743465832885,-0.022395606665565913
0.07198330683411513,0.2505271356202004,-0.16231279702934576
-0.21727846377120782,0.1937899079805738,-0.06875467150451929
0.2669940695349811,-0.06146753235503528,0.2931293953711071
-0.007555492840635201,0.08194919568316883,0.031750668452059115
0.1852984124777356,-0.02924420516673479,0.06731939803418266
-0.31440034507630477,-0.327082621163464,-0.11398097495072726
-0.09640118196331511,0.13640894229737344,-0.16888417825140517
-0.1958635150187163,0.10799515348836501,0.2155226826370907
-0.2736879695570914,0.2606889576552746,0.06231163790186989
0.17588117848204127,-0.14130548036047222,-0.24833474916149034
0.050627823532178436,0.20209934091521883,-0.023690880251006876
0.13700388893419593,-0.14381673691012442,-0.05816007947433487
-0.12477521075160498,0.15487970823419062,0.23095281773050674
-0.04006748351624605,-0.08618155083350167,-0.03628771881378738
-0.44289742222523243,-0.2992223474388362,-0.19471174216786294
0.07708467442822896,-0.19205164112090226,0.1533431313850273
